kHz:75;Time(UTC):93;Days:59;ITU:49;Station:201;Lng:49;Target:62;Remarks:135;P:35;Start:60;Stop:60;
6754;0000-2400;;CFB;Trenton Mil Volmet;;CFB;;1;;
6981;0000-2400;;USA;ALE-USA;;USA;1;;
7037.5;0000-2400;;Wld;ALE400;;Wld;1;;
7099.5;0000-2400;;Wld;ALE400;;Wld;1;;
7102;0000-2400;;Wld;ALE-World;;Wld;;1;;
7185.5;0000-2400;;Wld;ALE-World;;Wld;;1;;
7296;0000-2400;;Wld;ALE-World;;Wld;;1;;
7453.5;0000-2400;;CAR;CDEMA USB Caribbean Disaster;;CAR;;1;;
7454;0000-2400;;Wld;RTTY-??800hz;;Wld;;1;;
7850;0000-2400;;CAR;CDEMA USB Caribbean Disaster;;CAR;;1;;
8104;0000-2400;;CAR;Caribbean Yacht Net;;CAR;;1;;
8122;0000-2400;;Med;Mediterranean Yacht Net;;Med;;1;;
8195;0000-2400;;Wld;Maritime ch801 shipTX;;Wld;;1;;
8198;0000-2400;;Wld;Maritime ch802 shipTX;;Wld;;1;;
8201;0000-2400;;Wld;Maritime ch803 shipTX;;Wld;;1;;
8204;0000-2400;;Wld;Maritime ch804 shipTX;;Wld;;1;;
8207;0000-2400;;Wld;Maritime ch805 shipTX;;Wld;;1;;
8210;0000-2400;;Wld;Maritime ch806 shipTX;;Wld;;1;;
8213;0000-2400;;Wld;Maritime ch807 shipTX;;Wld;;1;;
8216;0000-2400;;Wld;Maritime ch808 shipTX;;Wld;;1;;
8219;0000-2400;;Wld;Maritime ch809 shipTX;;Wld;;1;;
8222;0000-2400;;Wld;Maritime ch810 shipTX;;Wld;;1;;
8225;0000-2400;;Wld;Maritime ch811 shipTX;;Wld;;1;;
8228;0000-2400;;Wld;Maritime ch812 shipTX;;Wld;;1;;
8231;0000-2400;;Wld;Maritime ch813 shipTX;;Wld;;1;;
8234;0000-2400;;Wld;Maritime ch814 shipTX;;Wld;;1;;
8237;0000-2400;;Wld;Maritime ch815 shipTX;;Wld;;1;;
8240;0000-2400;;Wld;Maritime ch816 shipTX;;Wld;;1;;
8243;0000-2400;;Wld;Maritime ch817 shipTX;;Wld;;1;;
8246;0000-2400;;Wld;Maritime ch818 shipTX;;Wld;;1;;
8249;0000-2400;;Wld;Maritime ch819 shipTX;;Wld;;1;;
8252;0000-2400;;Wld;Maritime ch820 shipTX;;Wld;;1;;
8255;0000-2400;;Wld;Maritime ch821 shipTX;;Wld;;1;;
8258;0000-2400;;Wld;Maritime ch822 shipTX;;Wld;;1;;
8261;0000-2400;;Wld;Maritime ch823 shipTX;;Wld;;1;;
8264;0000-2400;;Wld;Maritime ch824 shipTX;;Wld;;1;;
8267;0000-2400;;Wld;Maritime ch825 shipTX;;Wld;;1;;
8270;0000-2400;;Wld;Maritime ch826 shipTX;;Wld;;1;;
8273;0000-2400;;Wld;Maritime ch827 shipTX;;Wld;;1;;
8276;0000-2400;;Wld;Maritime ch828 shipTX;;Wld;;1;;
8279;0000-2400;;Wld;Maritime ch829 shipTX;;Wld;;1;;
8282;0000-2400;;Wld;Maritime ch830 shipTX;;Wld;;1;;
8285;0000-2400;;Wld;Maritime ch831 shipTX;;Wld;;1;;
8288;0000-2400;;Wld;Maritime ch832 shipTX;;Wld;;1;;
8291;0000-2400;;DSC;Maritime Distress;;DSC;;1;;
8294;0000-2400;;Wld;Maritime ch A simplex;;Wld;;1;;
8297;0000-2400;;Wld;Maritime ch B simplex;;Wld;;1;;
8414.5;0000-2400;;DSC;DSC-World Wide;;DSC;;1;;
8416.5;0000-2400;;Wld;NAVTEX;;Wld;;1;;
8580;0000-2400;;Wld;NAVTEX;;Wld;;1;;
8719;0000-2400;;Wld;Maritime ch801 shipRX;;Wld;;1;;
8722;0000-2400;;Wld;Maritime ch802 shipRX;;Wld;;1;;
8725;0000-2400;;Wld;Maritime ch803 shipRX;;Wld;;1;;
8728;0000-2400;;Wld;Maritime ch804 shipRX;;Wld;;1;;
8731;0000-2400;;Wld;Maritime ch805 shipRX;;Wld;;1;;
8734;0000-2400;;Wld;Maritime ch806 shipRX;;Wld;;1;;
8737;0000-2400;;Wld;Maritime ch807 shipRX;;Wld;;1;;
8740;0000-2400;;Wld;Maritime ch808 shipRX;;Wld;;1;;
8743;0000-2400;;Wld;Maritime ch809 shipRX;;Wld;;1;;
8746;0000-2400;;Wld;Maritime ch810 shipRX;;Wld;;1;;
8749;0000-2400;;Wld;Maritime ch811 shipRX;;Wld;;1;;
8752;0000-2400;;Wld;Maritime ch812 shipRX;;Wld;;1;;
8755;0000-2400;;Wld;Maritime ch813 shipRX;;Wld;;1;;
8758;0000-2400;;Wld;Maritime ch814 shipRX;;Wld;;1;;
8761;0000-2400;;Wld;Maritime ch815 shipRX;;Wld;;1;;
8764;0000-2400;;Wld;Maritime ch816 shipRX;;Wld;;1;;
8767;0000-2400;;Wld;Maritime ch817 shipRX;;Wld;;1;;
8770;0000-2400;;Wld;Maritime ch818 shipRX;;Wld;;1;;
8773;0000-2400;;Wld;Maritime ch819 shipRX;;Wld;;1;;
8776;0000-2400;;Wld;Maritime ch820 shipRX;;Wld;;1;;
8779;0000-2400;;Wld;Maritime ch821 shipRX;;Wld;;1;;
8782;0000-2400;;Wld;Maritime ch822 shipRX;;Wld;;1;;
8785;0000-2400;;Wld;Maritime ch823 shipRX;;Wld;;1;;
8788;0000-2400;;Wld;Maritime ch824 shipRX;;Wld;;1;;
8791;0000-2400;;Wld;Maritime ch825 shipRX;;Wld;;1;;
8794;0000-2400;;Wld;Maritime ch826 shipRX;;Wld;;1;;
8797;0000-2400;;Wld;Maritime ch827 shipRX;;Wld;;1;;
8800;0000-2400;;Wld;Maritime ch828 shipRX;;Wld;;1;;
8803;0000-2400;;Wld;Maritime ch829 shipRX;;Wld;;1;;
8806;0000-2400;;Wld;Maritime ch830 shipRX;;Wld;;1;;
8809;0000-2400;;Wld;Maritime ch831 shipRX;;Wld;;1;;
8812;0000-2400;;Wld;Maritime ch832 shipRX;;Wld;;1;;
8825;0000-2400;;THA;HFDL-Hat Yai;;THA;;1;;
8834;0000-2400;;AFS;HFDL-Johannesburg;;AFS;;1;;
8843;0000-2400;;IRL;HFDL-Shannon;;IRL;;1;;
8885;0000-2400;;BHR;HFDL-Muharraq;;BHR;;1;;
8886;0000-2400;;RUS;HFDL-Krasnoyarsk;;RUS;;1;;
8894;0000-2400;;PNR;HFDL-Albrook;;PNR;;1;;
8912;0000-2400;;USA;HFDL-Molokai;;HWA;;1;;
8912;0000-2400;;USA;HFDL-Riverhead;;NY;;1;;
8921;0000-2400;;USA;HFDL-Riverhead;;NY;;1;;
8927;0000-2400;;USA;HFDL-San Francisco;;CA;;1;;
8927;0000-2400;;USA;HFDL-Barrow;;AK;;1;;
8927;0000-2400;;GUM;HFDL-Agana;;GUM;;1;;
8936;0000-2400;;USA;HFDL-Molokai;;HWA;;1;;
8936;0000-2400;;USA;HFDL-Barrow;;AK;;1;;
8942;0000-2400;;IRL;HFDL-Shannon;;IRL;;1;;
8948;0000-2400;;CNR;HFDL-Telde Canarias;;CNR;;1;;
8957;0000-2400;;BOL;HFDL-Santa Cruz;;BOL;;1;;
8977;0000-2400;;ISL;HFDL-Reykjavik;;ISL;;1;;
10027;0000-2400;;USA;HFDL-Molokai;;HWA;;1;;
10027;0000-2400;;USA;HFDL-Barrow;;AK;;1;;
10063;0000-2400;;PNR;HFDL-Albrook;;PNR;;1;;
10066;0000-2400;;THA;HFDL-Hat Yai;;THA;;1;;
10075;0000-2400;;BHR;HFDL-Muharraq;;BHR;;1;;
10081;0000-2400;;USA;HFDL-San Francisco;;CA;;1;;
10081;0000-2400;;IRL;HFDL-Shannon;;IRL;;1;;
10084;0000-2400;;USA;HFDL-Riverhead;;NY;;1;;
10087;0000-2400;;RUS;HFDL-Krasnoyarsk;;RU
10141.5;0000-2400;;Wld;ALE400;;Wld;1;;
10145.5;0000-2400;;Wld;ALE-World;;Wld;;1;;
11175;0000-2400;;USA;USSC;;USA;;1;;
11184;0000-2400;;ISL;HFDL-Reykjavik;;ISL;;1;;
11306;0000-2400;;GUM;HFDL-Agana;;GUM;;1;;
11318;0000-2400;;BOL;HFDL-Santa Cruz;;BOL;;1;;
11321;0000-2400;;AFS;HFDL-Johannesburg;;AFS;;1;;
11312;0000-2400;;USA;HFDL-Molokai;;HWA;;1;;
11327;0000-2400;;USA;HFDL-San Francisco;;CA;;1;;
11348;0000-2400;;USA;HFDL-Molokai;;HWA;;1;;
11348;0000-2400;;CNR;HFDL-Telde Canarias;;CNR;;1;;
11354;0000-2400;;USA;HFDL-Barrow;;AK;;1;;
11384;0000-2400;;IRL;HFDL-Shannon;;IRL;;1;;
11387;0000-2400;;USA;HFDL-Riverhead;;NY;;1;;
11460;0000-2400;;USN;Stanag 75l USN;USN;;1;;
12290;0000-2400;;DSC;Maritime Distress;;DSC;;1;;
12353;0000-2400;;Wld;Maritime ch A simplex;;Wld;;1;;
12356;0000-2400;;Wld;Maritime ch B simplex;;Wld;;1;;
12359;0000-2400;;Wld;Maritime ch C simplex;;Wld;;1;;
12362;0000-2400;;Wld;Maritime ch D simplex;;Wld;;1;;
12365;0000-2400;;Wld;Maritime ch E simplex;;Wld;;1;;
12577;0000-2400;;DSC;DSC-World Wide;;DSC;;1;;
12579;0000-2400;;Wld;NAVTEX;;Wld;;1;;
13047;0000-2400;;JFC;Fax-JFC;;JFC;;1;;
13264;0000-2400;;PNR;HFDL-Albrook;;PNR;;1;;
13270;0000-2400;;THA;HFDL-Hat Yai;;THA;;1;;
13276;0000-2400;;USA;HFDL-San Francisco;;CA;;1;;
13276;0000-2400;;USA;HFDL-Molokai;;HWA;;1;;
13276;0000-2400;;USA;HFDL-Riverhead;;NY;;1;;
13303;0000-2400;;CNR;HFDL-Telde Canarias;;CNR;;1;;
13312;0000-2400;;USA;HFDL-Molokai;;HWA;;1;;
13312;0000-2400;;GUM;HFDL-Agana;;GUM;;1;;
13315;0000-2400;;BOL;HFDL-Santa Cruz;;BOL;;1;;
13321;0000-2400;;AFS;HFDL-Johannesburg;;AFS;;1;;
13321;0000-2400;;RUS;HFDL-Krasnoyarsk;;RUS;;1;;
13324;0000-2400;;USA;HFDL-Molokai;;HWA;;1;;
13351;0000-2400;;USA;HFDL-Riverhead;;NY;;1;;
13354;0000-2400;;BHR;HFDL-Muharraq;;BHR;;1;;
13998;0000-2400;;CAR;Caribbean Red Cross;;CAR;;1;;
14094;0000-2400;;Wld;ALE400;;Wld;1;;
14100;0000-2400;;Wld;Beacon-NCDXF;;Wld;;1;;
14109;0000-2400;;Wld;ALE-World;;Wld;;1;;
14346;0000-2400;;Wld;ALE-World;;Wld;;1;;
14415;0000-2400;;CAR;CDEMA Caribbean Disaster;;CAR;;1;;
15025;0000-2400;;ISL;HFDL-Reykjavik;;ISL;;1;;
15034;0000-2400;;CFB;Trenton Mil Volmet;;CFB;;1;;
16420;0000-2400;;DSC;Maritime Distress;;DSC;;1;;
16804.5;0000-2400;;DSC;DSC-World Wide;;DSC;;1;;
16806.5;0000-2400;;Wld;NAVTEX;;Wld;;1;;
17901;0000-2400;;PNR;HFDL-Albrook;;PNR;;1;;
17912;0000-2400;;RUS;HFDL-Krasnoyarsk;;RUS;;1;;
17916;0000-2400;;USA;HFDL-Riverhead;;NY;;1;;
17916;0000-2400;;BOL;HFDL-Santa Cruz;;BOL;;1;;
17919;0000-2400;;USA;HFDL-San Francisco;;CA;;1;;
17919;0000-2400;;USA;HFDL-Molokai;;HWA;;1;;
17919;0000-2400;;USA;HFDL-Riverhead;;NY;;1;;
17919;0000-2400;;USA;HFDL-Barrow;;AK;;1;;
17919;0000-2400;;GUM;HFDL-Agana;;GUM;;1;;
17922;0000-2400;;AFS;HFDL-Johannesburg;;AFS;;1;;
17928;0000-2400;;THA;HFDL-Hat Yai;;THA;;1;;
17928;0000-2400;;CNR;HFDL-Telde Canarias;;CNR;;1;;
17967;0000-2400;;BHR;HFDL-Muharraq;;BHR;;1;;
17985;0000-2400;;ISL;HFDL-Reykjavik;;ISL;;1;;
18104.5;0000-2400;;Wld;ALE400;;Wld;1;;
18106;0000-2400;;Wld;ALE-World;;Wld;;1;;
18110;0000-2400;;Wld;Beacon-NCDXF;;Wld;;1;;
18117.5;0000-2400;;Wld;ALE-World;;Wld;;1;;
21094;0000-2400;;Wld;ALE400;;Wld;1;;
21096;0000-2400;;Wld;ALE-World;;Wld;;1;;
21150;0000-2400;;Wld;Beacon-NCDXF;;Wld;;1;;
21432.5;0000-2400;;Wld;ALE-World;;Wld;;1;;
21931;0000-2400;;USA;HFDL-Riverhead;;NY;;1;;
21934;0000-2400;;USA;HFDL-San Francisco;;CA;;1;;
21937;0000-2400;;USA;HFDL-Molokai;;HWA;;1;;
21928;0000-2400;;USA;HFDL-Barrow;;AK;;1;;
21928;0000-2400;;GUM;HFDL-Agana;;GUM;;1;;
21937;0000-2400;;USA;HFDL-Barrow;;AK;;1;;
21949;0000-2400;;THA;HFDL-Hat Yai;;THA;;1;;
21949;0000-2400;;AFS;HFDL-Johannesburg;;AFS;;1;;
21955;0000-2400;;CNR;HFDL-Telde Canarias;;CNR;;1;;
21982;0000-2400;;BHR;HFDL-Muharraq;;BHR;;1;;
21990;0000-2400;;RUS;HFDL-Krasnoyarsk;;RUS;;1;;
21997;0000-2400;;BOL;HFDL-Santa Cruz;;BOL;;1;;
22159;0000-2400;;DSC;Maritime Exclusive;;DSC;;1;;
22376;0000-2400;;Wld;NAVTEX;;Wld;;1;;
23053;0000-2400;;Wld;Placeholder;;Wld;;1;;
23153;0000-2400;;Wld;Placeholder;;Wld;;1;;
24926;0000-2400;;Wld;ALE-World;;Wld;;1;;
24930;0000-2400;;Wld;Beacon-NCDXF;;Wld;;1;;
24932;0000-2400;;Wld;ALE-World;;Wld;;1;;
25100;0000-2400;;DSC;Maritime Exclusive;;DSC;;1;;
26965;0000-2400;;Wld;CB Ch 1;;Wld;;1;;
26975;0000-2400;;Wld;CB Ch 2;;Wld;;1;;
26985;0000-2400;;Wld;CB Ch 3;;Wld;;1;;
27005;0000-2400;;Wld;CB Ch 4;;Wld;;1;;
27015;0000-2400;;Wld;CB Ch 5;;Wld;;1;;
27025;0000-2400;;Wld;CB Ch 6;;Wld;;1;;
27035;0000-2400;;Wld;CB Ch 7;;Wld;;1;;
27055;0000-2400;;Wld;CB Ch 8;;Wld;;1;;
27065;0000-2400;;Wld;CB Ch 9;;Wld;;1;;
27075;0000-2400;;Wld;CB Ch 10;;Wld;;1;;
27085;0000-2400;;Wld;CB Ch 11;;Wld;;1;;
27105;0000-2400;;Wld;CB Ch 12;;Wld;;1;;
27115;0000-2400;;Wld;CB Ch 13;;Wld;;1;;
27125;0000-2400;;Wld;CB Ch 14;;Wld;;1;;
27135;0000-2400;;Wld;CB Ch 15;;Wld;;1;;
27155;0000-2400;;Wld;CB Ch 16;;Wld;;1;;
27165;0000-2400;;Wld;CB Ch 17;;Wld;;1;;
27175;0000-2400;;Wld;CB Ch 18;;Wld;;1;;
27185;0000-2400;;Wld;CB Ch 19;;Wld;;1;;
27205;0000-2400;;Wld;CB Ch 20;;Wld;;1;;
27215;0000-2400;;Wld;CB Ch 21;;Wld;;1;;
27225;0000-2400;;Wld;CB Ch 22;;Wld;;1;;
27235;0000-2400;;Wld;CB Ch 24;;Wld;;1;;
27245;0000-2400;;Wld;CB Ch 25;;Wld;;1;;
27255;0000-2400;;Wld;CB Ch 23;;Wld;;1;;
27265;0000-2400;;Wld;CB Ch 26;;Wld;;1;;
27275;0000-2400;;Wld;CB Ch 27;;Wld;;1;;
27285;0000-2400;;Wld;CB Ch 28;;Wld;;1;;
27295;0000-2400;;Wld;CB Ch 29;;Wld;;1;;
27305;0000-2400;;Wld;CB Ch 30;;Wld;;1;;
27315;0000-2400;;Wld;CB Ch 31;;Wld;;1;;
27325;0000-2400;;Wld;CB Ch 32;;Wld;;1;;
27335;0000-2400;;Wld;CB Ch 33;;Wld;;1;;
27345;0000-2400;;Wld;CB Ch 34;;Wld;;1;;
27355;0000-2400;;Wld;CB Ch 35;;Wld;;1;;
27365;0000-2400;;Wld;CB Ch 36;;Wld;;1;;
27375;0000-2400;;Wld;CB Ch 37;;Wld;;1;;
27385;0000-2400;;Wld;CB Ch 38;;Wld;;1;;
27395;0000-2400;;Wld;CB Ch 39;;Wld;;1;;
27405;0000-2400;;Wld;CB Ch 40;;Wld;;1;;
27415;0000-2400;;Wld;CB Ch 41;;Wld;;1;;
27425;0000-2400;;Wld;CB Ch 42;;Wld;;1;;
27435;0000-2400;;Wld;CB Ch 43;;Wld;;1;;
27445;0000-2400;;Wld;CB Ch 44;;Wld;;1;;
27455;0000-2400;;Wld;CB Ch 45;;Wld;;1;;
27465;0000-2400;;Wld;CB Ch 46;;Wld;;1;;
27475;0000-2400;;Wld;CB Ch 47;;Wld;;1;;
27485;0000-2400;;Wld;CB Ch 48;;Wld;;1;;
27495;0000-2400;;Wld;CB Ch 49;;Wld;;1;;
27505;0000-2400;;Wld;CB Ch 50;;Wld;;1;;
27515;0000-2400;;Wld;CB Ch 51;;Wld;;1;;
27525;0000-2400;;Wld;CB Ch 52;;Wld;;1;;
27535;0000-2400;;Wld;CB Ch 53;;Wld;;1;;
27545;0000-2400;;Wld;CB Ch 54;;Wld;;1;;
27555;0000-2400;;Wld;CB Ch 55;;Wld;;1;;
27565;0000-2400;;Wld;CB Ch 56;;Wld;;1;;
27575;0000-2400;;Wld;CB Ch 57;;Wld;;1;;
27585;0000-2400;;Wld;CB Ch 58;;Wld;;1;;
27595;0000-2400;;Wld;CB Ch 59;;Wld;;1;;
27605;0000-2400;;Wld;CB Ch 60;;Wld;;1;;
27615;0000-2400;;Wld;CB Ch 61;;Wld;;1;;
27625;0000-2400;;Wld;CB Ch 62;;Wld;;1;;
27635;0000-2400;;Wld;CB Ch 63;;Wld;;1;;
27645;0000-2400;;Wld;CB Ch 64;;Wld;;1;;
27655;0000-2400;;Wld;CB Ch 65;;Wld;;1;;
27665;0000-2400;;Wld;CB Ch 66;;Wld;;1;;
27675;0000-2400;;Wld;CB Ch 67;;Wld;;1;;
27685;0000-2400;;Wld;CB Ch 68;;Wld;;1;;
27695;0000-2400;;Wld;CB Ch 69;;Wld;;1;;
27705;0000-2400;;Wld;CB Ch 70;;Wld;;1;;
27715;0000-2400;;Wld;CB Ch 71;;Wld;;1;;
27725;0000-2400;;Wld;CB Ch 72;;Wld;;1;;
27735;0000-2400;;Wld;CB Ch 73;;Wld;;1;;
27745;0000-2400;;Wld;CB Ch 74;;Wld;;1;;
27755;0000-2400;;Wld;CB Ch 75;;Wld;;1;;
27765;0000-2400;;Wld;CB Ch 76;;Wld;;1;;
27775;0000-2400;;Wld;CB Ch 77;;Wld;;1;;
27785;0000-2400;;Wld;CB Ch 78;;Wld;;1;;
27795;0000-2400;;Wld;CB Ch 79;;Wld;;1;;
27805;0000-2400;;Wld;CB Ch 80;;Wld;;1;;
27815;0000-2400;;Wld;CB Ch 81;;Wld;;1;;
27825;0000-2400;;Wld;CB Ch 82;;Wld;;1;;
27835;0000-2400;;Wld;CB Ch 83;;Wld;;1;;
27845;0000-2400;;Wld;CB Ch 84;;Wld;;1;;
27855;0000-2400;;Wld;CB Ch 85;;Wld;;1;;
27865;0000-2400;;Wld;CB Ch 86;;Wld;;1;;
27875;0000-2400;;Wld;CB Ch 87;;Wld;;1;;
27885;0000-2400;;Wld;CB Ch 88;;Wld;;1;;
27895;0000-2400;;Wld;CB Ch 89;;Wld;;1;;
28146;0000-2400;;Wld;ALE400;;Wld;;1;;
28074;0000-2400;;Wld;10m FT8 USB;;Wld;;1;;
28200;0000-2400;;Wld;Beacon-NCDXF;;Wld;;1;;
28312.5;0000-2400;;Wld;ALE-World;;Wld;;1;;
50125;0000-2400;;Wld;6m Calling Freq;;Wld;;1;;
50313;0000-2400;;Wld;6m FT8 USB;;Wld;;1;;
432110;0000-2400;;Wld;70cm Calling Freq;;Wld;;1;;

